,Address,Style,Building Type,Basement Development,Exterior Finish,Fireplace,OwnershipType,Property Type,Bedrooms,Bathrooms,Amenities Nearby,Lot Size,Parking Type,No. of Parking Spaces,Storeys,Floor Area (m^2),Features,Condo Fees,Community Features,Price
370,"60 ECCLESFIELD DR, Toronto, Ontario, M1W 3J6",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+2,4.0,,25.13 x 161.44 FT ; 161.44Ft X 62.69Ft X 137.68Ft X 25.13Ft,Attached garage,3.0,2.0,91.5,,,,"$989,000"
371,"36 MITRE PL, Toronto, Ontario, M9R 3C4",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4,2.0,,50 x 123 FT,Garage,7.0,2.0,83.27,,,,"$989,000"
372,"24 ATKINSON AVE, Toronto, Ontario, M1E 4B7",Detached,House,,Brick,Yes,Freehold,Single Family,4,3.0,,50 x 190 FT,Attached garage,6.0,2.0,162.66,,,,"$979,800"
373,"308 Melrose STREET, Toronto, ON, M8Z 1G6",Detached,,Finished,Stucco,,,,2,2.0,"Park, Public Transit, Schools",25 x 125 FT,Detached garage,3.0,1.0,58.12000000000001,,,,"$939,000"
374,"34 BLUEWATER CRT, Toronto, Ontario, M8V 4A8",Townhouse,Row / Townhouse,Finished,Brick,,Freehold,Single Family,3,3.0,,16.01 x 73.8 FT,Garage,2.0,2.0,,,,,"$898,000"
375,"30 NEELANDS CRES, Toronto, Ontario, M1E 0B6",Semi-Detached,House,Unfinished,Brick,Yes,Freehold,Single Family,4,3.0,"Hospital, Park, Public Transit, Schools",24.61 x 97.77 FT,Attached garage,2.0,2.0,94.06,,,Community Centre,"$878,000"
376,"252 TOWER DR, Toronto, Ontario, M1R 3R1",Detached,House,Finished,Brick,,Freehold,Single Family,2+2,2.0,"Hospital, Public Transit, Schools",41.67 x 120 FT,Attached garage,8.0,1.0,,,,Community Centre,"$869,000"
377,"83 MARJORY AVE, Toronto, Ontario, M4M 2Y5",Semi-Detached,House,Finished,"Brick, Vinyl",,Freehold,Single Family,3+1,3.0,,14 x 100 FT,,1.0,2.0,,Lane,,,"$858,000"
378,"304 WESTLAKE AVE, Toronto, Ontario, M4C 4T9",Detached,House,Finished,Aluminum siding,,Freehold,Single Family,2,1.0,,25 x 115.5 FT ; Fully Renovated!!!!,,2.0,1.0,65.94,,,,"$849,999"
379,"16 YARROW RD, Toronto, Ontario, M6M 4E1",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,4+1,2.0,,18.7 x 115 FT,Detached garage,4.0,2.0,93.87,,,,"$849,900"
380,"72 HARPREET CIRC, Toronto, Ontario, M9W 0E2",Semi-Detached,House,,Brick,,Freehold,Single Family,3+1,4.0,,22.41 x 94.22 FT,Garage,3.0,2.0,,,,,"$849,900"
381,"22 LONG BRANCH AVE, Toronto, Ontario, M8W 3H6",Detached,House,,Wood,,Freehold,Single Family,2+1,1.0,"Marina, Park, Public Transit, Schools",29.99 x 146.5 FT,,1.0,1.0,74.44999999999997,,,,"$849,000"
382,"6 THWAITE AVE, Toronto, Ontario, M3L 2C7",Semi-Detached,House,,,,Freehold,Single Family,3+3,2.0,,29.99 x 118 FT,Attached garage,4.0,1.0,81.41999999999999,,,,"$848,000"
383,"8 DALRYMPLE DR, Toronto, Ontario, M6N 4S3",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,3+2,2.0,"Park, Public Transit, Schools",30 x 116 FT,,3.0,2.0,72.12,,,Community Centre,"$847,000"
384,"95 TANSLEY AVE, Toronto, Ontario, M1J 1P4",Detached,House,Finished,"Brick, Stone",,Freehold,Single Family,3+3,4.0,,42 x 125 FT,Carport,2.0,2.0,112.57,,,,"$829,900"
385,"41 PARADELLE CRES, Toronto, Ontario, M3N 1E6",Semi-Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+2,2.0,,21.33 x 142.07 FT ; Pie Shape,Garage,3.0,1.0,86.44,,,,"$829,000"
386,"471 BRIMORTON DR, Toronto, Ontario, M1H 2E7",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4,2.0,"Park, Public Transit, Schools",50 x 120 FT,Attached garage,5.0,2.0,94.4,,,Community Centre,"$799,900"
387,"39 THORNBECK DR, Toronto, Ontario, M1G 2J7",Detached,House,,"Brick, Stucco",Yes,Freehold,Single Family,3+1,2.0,,43 x 116 FT,Attached garage,2.0,1.0,,,,,"$799,000"
388,"62 RAMAGE LANE, Toronto, Ontario, M9C 5S6",Townhouse,Row / Townhouse,Finished,"Brick, Stone",,Freehold,Single Family,3,3.0,,21.23 x 55.87 FT,Attached garage,2.0,3.0,,,,,"$799,000"
389,"27 FRIARY CRT, Toronto, Ontario, M3L 2B4",Semi-Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+1,2.0,"Hospital, Public Transit, Schools",30 x 120 FT,Garage,3.0,1.0,101.67999999999998,Conservation/green belt,,,"$798,800"
390,"236 ROUGE RIVER DR, Toronto, Ontario, M1B 6H3",Townhouse,Row / Townhouse,,Brick,Yes,Freehold,Single Family,3,3.0,"Park, Public Transit, Schools",22.78 x 105 FT,Attached garage,2.0,3.0,95.76,,,,"$779,900"
391,"5 HANNA Avenue Unit# 103, Toronto, Ontario, M6K 0B3",,,,Brick,,,Single Family,1,2.0,"Public Transit, Hospital",,"Other, Underground",1.0,2.0,,"Southern exposure, Balcony",,,"$749,900"
392,"16 Scotchdale, Toronto, ON, M1J 2N5",Detached,,Finished,Brick,,,,3+1,2.0,"Hospital, Park, Public Transit, Schools",47.92 x 105 FT,Carport,3.0,1.0,,,,,"$739,900"
393,"2759 KINGSTON RD, Toronto, Ontario, M1M 1M8",Detached,House,Finished,Brick,,Freehold,Single Family,3+2,3.0,Schools,69.55 x 24.37 FT ; Irregular,,5.0,2.0,81.63999999999999,,,,"$699,900"
394,"109 SOUTH WOODROW BLVD, Toronto, Ontario, M1N 3L8",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,3,2.0,,21.5 x 125 FT ; Irregular As Per Mpac,,4.0,2.0,,,,,"$699,000"
395,"37 SANTAMONICA BLVD, Toronto, Ontario, M1L 4H3",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,3+4,3.0,,30 x 100 FT,,5.0,1.0,97.06,,,,"$699,000"
396,"189 BARKER AVE, Toronto, Ontario, M4C 2P4",Detached,House,Unfinished,"Brick, Wood",,Freehold,Single Family,2,1.0,"Hospital, Park, Public Transit, Schools",18.14 x 100 FT,,1.0,2.0,58.08,,,Community Centre,"$685,000"
397,"39 ARJAY CRES, Toronto, Ontario, M2L 1C6",Detached,House,Finished,Stone,Yes,Freehold,Single Family,5+1,9.0,"Hospital, Park, Schools",76.58 x 205.5 FT,Garage,11.0,2.0,,,,,"$8,498,000"
398,"27 George Henry Blvd, Toronto, ON, M2J 1E3",Detached,,,,,,,5+2,8.0,,,,7.0,2.0,315.2,,,,"$4,800,000"
399,"390 BRUNSWICK AVE, Toronto, Ontario, M5R 2Z4",Semi-Detached,House,Finished,Brick,Yes,Freehold,Single Family,6+1,5.0,Public Transit,27 x 128 FT,Carport,1.0,3.0,162.87,Level lot,,,"$4,295,000"
400,"46 MASON BLVD, Toronto, Ontario, M5M 3C8",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4+1,5.0,,50 x 133.58 FT,Attached garage,4.0,2.0,196.6,,,,"$4,080,000"
401,"291 CRAWFORD ST, Toronto, Ontario, M6J 2V7",Semi-Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+1,4.0,"Park, Public Transit, Schools",18.5 x 112 FT,Detached garage,2.0,3.0,206.3,Lane,,,"$3,480,000"
402,"108 BOTFIELD AVE, Toronto, Ontario, M9B 4E5",Detached,House,Finished,"Brick, Stucco",Yes,Freehold,Single Family,4+1,5.0,"Park, Public Transit",50 x 160 FT,Attached garage,3.0,2.0,1878.95,,,,"$3,399,000"
403,"48 SOUTHVALE DR, Toronto, Ontario, M4G 1G3",Detached,House,Finished,"Brick, Stucco",Yes,Freehold,Single Family,4+1,5.0,,35.01 x 130 FT,Garage,3.0,2.0,1690.3200000000004,,,,"$2,899,000"
404,"19 ASHBOURNE DR, Toronto, Ontario, M9B 4H1",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,4+1,6.0,"Park, Public Transit, Schools",50 x 161.25 FT,Attached garage,8.0,2.0,168.97,,,Community Centre,"$2,849,000"
405,"14 ARCHERHILL DR, Toronto, Ontario, M9B 5P3",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4+1,6.0,"Public Transit, Schools",45 x 122.24 FT,Garage,3.0,2.0,152.72,,,,"$2,220,000"
406,"64 BROCK AVE, Toronto, Ontario, M6K 2L4",Detached,House,Unfinished,"Brick, Stone",Yes,Freehold,Single Family,3,4.0,"Park, Public Transit, Schools",27 x 100 FT,Carport,2.0,3.0,168.68,Lane,,Community Centre,"$2,199,000"
407,"240 THE KINGSWAY, Toronto, Ontario, M6P 1R8",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4,4.0,"Park, Public Transit, Schools","43.01 x 171 FT ; *Etobicoke, City Of Toronto",Attached garage,6.0,2.0,140.86,,,Community Centre,"$2,199,000"
408,"76 DELL PARK AVE, Toronto, Ontario, M6B 2T8",Detached,House,Finished,Brick,Yes,Freehold,Single Family,5+2,6.0,"Park, Public Transit, Schools",50 x 103 FT,Garage,5.0,2.0,171.4,,,,"$2,195,000"
409,"32 SENLAC RD, Toronto, Ontario, M2N 2K7",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4+2,4.0,"Hospital, Park, Public Transit, Schools",40 x 182 FT,Garage,4.0,2.0,169.53000000000003,Ravine,,,"$1,968,000"
410,"18 PAGE ST, Toronto, Ontario, M6G 1J2",Duplex,Duplex,Finished,Brick,,,Single Family,5+1,5.0,"Park, Public Transit",33.9 x 36.3 FT,,,3.0,,,,Community Centre,"$1,899,900"
411,"112 Givins STREET, Toronto, ON, M6J 2X9",Semi-Detached,,Finished,Brick,,,,3+1,3.0,,16.42 x 132 FT,Detached garage,1.0,3.0,156.76,Lane,,,"$1,895,000"
412,"150 CRANBROOKE AVE, Toronto, Ontario, M5M 1M7",Detached,House,Partially finished,Stucco,Yes,Freehold,Single Family,4+1,3.0,,25 x 110 FT,,1.0,3.0,126.84,,,,"$1,890,000"
413,"827 OSSINGTON AVE, Toronto, Ontario, M6G 3V2",Detached,House,Finished,Brick,,Freehold,Single Family,5+1,3.0,,19.5 x 98 FT,,2.0,3.0,114.41,Lane,,,"$1,799,000"
414,"1B WALDER AVE, Toronto, Ontario, M4P 2R4",Townhouse,Row / Townhouse,,Wood,,Freehold,Single Family,3+2,3.0,,14 x 60 FT,Garage,1.0,3.0,,,,,"$1,750,000"
415,"51 Ravensbourne CRES, Toronto, ON, M9A 2A9",Detached,,Finished,Brick,,,,3,3.0,,70.35 x 130 FT,Attached garage,6.0,2.0,150.94,,,,"$1,729,000"
416,"76 MAVETY ST, Toronto, Ontario, M6P 2L6",Detached,House,,Brick,Yes,Freehold,Single Family,4+1,4.0,,20 x 115 FT,Detached garage,1.0,3.0,123.85,Lane,,,"$1,650,000"
417,"89 PATRICIA AVE, Toronto, Ontario, M2M 1J1",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+2,4.0,"Park, Public Transit, Schools",50 x 132 FT,Garage,6.0,2.0,158.42,Conservation/green belt,,Community Centre,"$1,599,000"
418,"11 LEESWOOD CRES, Toronto, Ontario, M1S 2P4",Detached,House,,"Stone, Vinyl",Yes,Freehold,Single Family,6+3,6.0,,45 x 149 FT,Garage,6.0,2.0,156.89,,,,"$1,588,000"
419,"22 GRESHAM RD, Toronto, Ontario, M4S 2X9",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+1,2.0,,23.17 x 125 FT,,1.0,2.0,70.21000000000001,,,,"$1,549,000"
420,"50 LARWOOD BLVD, Toronto, Ontario, M1M 2M5",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4,5.0,"Park, Public Transit, Schools",50 x 286 FT,Detached garage,1.0,2.0,,"Wooded area, Sloping",,,"$1,499,000"
421,"24 MAXOME AVE, Toronto, Ontario, M2M 3J9",Detached,House,,Stucco,Yes,Freehold,Single Family,3+1,3.0,,52.25 x 152 FT ; Irregular,Garage,3.0,1.0,82.99,,,,"$1,498,000"
422,"183 MAXWELL ST, Toronto, Ontario, M3H 5B5",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+2,3.0,,50 x 125 FT,Attached garage,5.0,1.0,108.88999999999996,,,,"$1,498,000"
423,"92 ORCHARD PARK BLVD, Toronto, Ontario, M4L 3E2",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3,2.0,"Park, Public Transit, Schools",34.83 x 66.02 FT ; Large Pie Shape,Detached garage,2.0,2.0,79.39999999999998,Cul-de-sac,,,"$1,400,000"
424,"591 LANSDOWNE AVE, Toronto, Ontario, M6H 3Y2",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,3,3.0,,25 x 140 FT,Detached garage,5.0,,,,,,"$1,309,000"
425,"1702 DUNDAS ST E, Toronto, Ontario, M4L 1L6",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,3,3.0,,20.66 x 84.5 FT,Carport,2.0,2.0,,Lane,,,"$1,249,900"
426,"116 STILLWATER CRES, Toronto, Ontario, M2R 3S2",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+1,4.0,"Hospital, Park, Public Transit",86.81 x 101.13 FT,Attached garage,5.0,2.0,105.21,,,Community Centre,"$1,199,998"
427,"50 STARRY CRES, Toronto, Ontario, M1X 2B7",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+1,4.0,"Park, Schools",56.43 x 114.07 FT,Attached garage,6.0,2.0,142.23999999999995,Ravine,,,"$1,199,000"
428,"66 MORNINGSIDE AVE, Toronto, Ontario, M1E 3C3",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4,4.0,Public Transit,44.57 x 223.03 FT ; As Per Geowarehouse,Garage,6.0,2.0,130.5,,,,"$1,199,000"
429,"377 BROCK AVE, Toronto, Ontario, M6H 3N5",Semi-Detached,House,,Brick,,Freehold,Single Family,5+1,4.0,,19 x 100 FT,Detached garage,2.0,3.0,98.48,Lane,,,"$1,199,000"
430,"448 GLEN PARK AVE, Toronto, Ontario, M6B 2E7",Semi-Detached,House,Finished,"Brick, Concrete",,Freehold,Single Family,3,2.0,,30 x 130 FT,Detached garage,5.0,2.0,,,,,"$1,198,000"
431,"207 ELLESMERE RD, Toronto, Ontario, M1R 4E2",Detached,House,,Brick,,Freehold,Single Family,3+4,4.0,"Hospital, Park, Public Transit, Schools",40 x 125 FT,Detached garage,5.0,,,,,,"$1,129,000"
432,"32 MINHO BLVD, Toronto, Ontario, M6G 4B5",Detached,House,Finished,Brick,,Freehold,Single Family,3,3.0,"Park, Public Transit, Schools",23.95 x 76.71 FT,Garage,3.0,3.0,122.53,,,,"$1,098,000"
433,"19 PHIN AVE, Toronto, Ontario, M4J 3T1",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,3,3.0,"Park, Public Transit, Schools",23.3 x 100 FT ; See Sch C For Full Legal Description,,1.0,2.0,117.31,Cul-de-sac,,,"$1,049,000"
434,"1257 KINGSTON RD, Toronto, Ontario, M1N 1P4",Detached,House,Finished,Brick,Yes,Freehold,Single Family,2+1,2.0,"Park, Public Transit, Schools",40 x 100 FT,Attached garage,2.0,1.0,85.21,,,,"$1,048,000"
435,"103 Richardson, Toronto, ON, M6M 3S2",Detached,,,Brick,,,,3+1,2.0,,35 x 110 FT,Detached garage,7.0,1.0,53.45,,,,"$999,900"
436,"45 Grantbrook St, Toronto, ON, M2R 2E8",Detached,,,,,,,3,2.0,,,,5.0,2.0,83.38999999999999,,,,"$999,000"
437,"6382 KINGSTON RD, Toronto, Ontario, M1C 1L3",Detached,House,Finished,Stone,Yes,Freehold,Single Family,5+1,3.0,Park,103.03 x 129.59 FT,Attached garage,3.0,2.0,,Ravine,,,"$999,000"
438,"11 GREYSTONE CRT, Toronto, Ontario, M8V 4A5",Townhouse,Row / Townhouse,Finished,"Brick, Stone",,Freehold,Single Family,3,3.0,"Park, Public Transit",16 x 81 FT,Garage,2.0,2.0,132.89,Cul-de-sac,,,"$999,000"
439,"11 MACLEOD ST, Toronto, Ontario, M6L 2M7",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+1,3.0,,40 x 139.85 FT,Detached garage,6.0,1.0,91.54,,,,"$998,000"
440,"4 KITCHENER AVE, Toronto, Ontario, M6E 2B4",Detached,House,,Brick,Yes,Freehold,Single Family,3+2,5.0,"Park, Public Transit, Schools",25 x 176 FT,Detached garage,2.0,2.0,152.94000000000003,,,,"$998,000"
441,"31 LONGBOW SQ, Toronto, Ontario, M1W 2W6",Detached,House,Finished,"Aluminum siding, Brick",Yes,Freehold,Single Family,4+2,4.0,,50 x 124 FT,Attached garage,6.0,2.0,108.38,,,,"$990,000"
442,"299 Gilmour Ave, Toronto, ON, M6P 0B7",Townhouse,,,,,,,3,3.0,,,,1.0,3.0,,,,,"$980,000"
443,"50 HOLLAND AVE, Toronto, Ontario, M4B 2C6",Detached,House,,"Stone, Stucco",Yes,Freehold,Single Family,3+1,3.0,"Park, Public Transit, Schools",50 x 110.11 FT,Attached garage,6.0,2.0,160.93000000000004,,,,"$979,000"
444,"315 APACHE TR, Toronto, Ontario, M2H 2W6",Semi-Detached,House,Finished,Brick,Yes,Freehold,Single Family,5+2,3.0,,30.03 x 120.13 FT,Garage,4.0,2.0,1446.88,,,,"$938,000"
445,"9 SOUTHPORT ST, Toronto, Ontario, M6S 4W7",Townhouse,Row / Townhouse,Finished,Brick,Yes,Freehold,Single Family,3,3.0,"Hospital, Park, Public Transit",19.49 x 100.68 FT,Garage,2.0,2.0,72.0,,,,"$899,000"
446,"6 FIRSTBROOKE RD, Toronto, Ontario, M1E 2L1",Semi-Detached,House,Finished,"Aluminum siding, Brick",,Freehold,Single Family,3,2.0,,17.92 x 94.25 FT ; And Mutual Dr As Per Mpac,,,2.0,75.22,,,,"$899,000"
447,"12 KILLAMARSH DR, Toronto, Ontario, M3J 1J2",Detached,House,Finished,Brick,,Freehold,Single Family,3+2,2.0,"Hospital, Park, Public Transit, Schools",52.6 x 116.2 FT,Attached garage,3.0,2.0,105.36,,,,"$880,000"
448,"36 ANSON AVE, Toronto, Ontario, M1M 1X3",Detached,House,Finished,,Yes,Freehold,Single Family,3+2,2.0,"Park, Public Transit, Schools",54.99 x 145 FT,Attached garage,8.0,1.0,79.52,,,,"$849,900"
449,"302 SILVERTHORN AVE, Toronto, Ontario, M6N 3K6",Detached,House,,Brick,,Freehold,Single Family,3,2.0,,20.01 x 116 FT,Attached garage,2.0,2.0,,,,,"$849,900"
450,"30 BRENDA CRES, Toronto, Ontario, M1K 3C4",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+1,2.0,,70 x 96.5 FT ; Irregular As Per Mpac,,6.0,1.0,81.78999999999998,,,,"$849,000"
451,"14 HENLEY CRES, Toronto, Ontario, M9W 2W9",Detached,House,Finished,Brick,,Freehold,Single Family,4+1,3.0,"Park, Public Transit, Schools",50 x 116 FT,,4.0,2.0,89.46999999999998,,,,"$849,000"
452,"36 GORSEY SQ, Toronto, Ontario, M1B 1A7",Detached,House,,"Aluminum siding, Brick",,Freehold,Single Family,4+1,3.0,,44.69 x 182.42 FT ; Irregular,,4.0,1.0,117.18,,,,"$829,000"
453,"38 CORDELLA AVE, Toronto, Ontario, M6N 2J6",Detached,House,,"Brick, Stone",,Freehold,Single Family,2+2,2.0,"Hospital, Park, Public Transit, Schools",29.58 x 120 FT,Detached garage,3.0,1.0,73.55,,,Community Centre,"$818,900"
454,"138 FOXWELL ST, Toronto, Ontario, M6N 1Z6",Detached,House,,Brick,,Freehold,Single Family,3+1,2.0,"Park, Public Transit, Schools",30 x 115 FT,Detached garage,6.0,1.0,,,,Community Centre,"$799,900"
455,"2 KEITH AVE, Toronto, Ontario, M6E 2C4",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,3+1,2.0,Public Transit,31.63 x 87.33 FT,,3.0,2.0,82.03999999999998,,,,"$799,000"
456,"151 MILLWICK DR, Toronto, Ontario, M9L 1Y7",Semi-Detached,House,Finished,Brick,Yes,Freehold,Single Family,3,2.0,,44.08 x 150 FT,Attached garage,5.0,1.0,92.57,,,,"$799,000"
457,"2 PAWNEE AVE, Toronto, Ontario, M2H 3A9",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,4+2,3.0,"Park, Public Transit, Schools",29.19 x 120 FT,Attached garage,5.0,2.0,89.25,,,,"$799,000"
458,"68 KNOTWOOD CRES, Toronto, Ontario, M1X 1X8",Townhouse,Row / Townhouse,Finished,Brick,,Freehold,Single Family,3,3.0,Public Transit,24.51 x 88.94 FT ; As Per Survey,Attached garage,3.0,2.0,,Ravine,,,"$789,000"
459,"2 O'HARA PL, Toronto, Ontario, M6K 1M8",Semi-Detached,House,Finished,"Brick, Vinyl",,Freehold,Single Family,1+2,2.0,"Hospital, Park, Public Transit, Schools",25 x 38.67 FT ; Irregular (Right Of Way South Of Lot),,1.0,2.0,46.33,Level lot,,,"$769,900"
460,"33 CORONADO CRT, Toronto, Ontario, M9M 1S6",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,4,2.0,"Public Transit, Schools",20.35 x 107 FT,Detached garage,7.0,2.0,,Cul-de-sac,,,"$699,990"
461,"#43 -1075 ELLESMERE RD, Toronto, Ontario, M1P 5C3",Townhouse,Row / Townhouse,Finished,Brick,,Freehold,Single Family,3+1,3.0,,20 x 90 FT,Attached garage,2.0,3.0,121.03,,,,"$699,900"
462,"## 11 -7 BRIMLEY RD S, Toronto, Ontario, M1M 3W3",Detached,House,,Vinyl,,Freehold,Single Family,2,1.0,"Marina, Park",24 x 44 FT ; $795.00 Month Mooring Fee,,2.0,2.0,117.58,,,,"$649,000"
463,"18 GRANADA CRES, Toronto, Ontario, M1B 2H5",Townhouse,Row / Townhouse,Finished,,Yes,Freehold,Single Family,3+1,2.0,,20 x 100 FT,Attached garage,3.0,2.0,102.89,,,,"$599,900"
464,"404 VESTA DR, Toronto, Ontario, M5P 3A5",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+2,6.0,,50 x 137 FT,Attached garage,6.0,2.0,,,,,"$5,995,000"
465,"141 ADMIRAL RD, Toronto, Ontario, M5R 2L7",Multiplex,Other,,Brick,,,Multi-family,8+2,10.0,"Park, Public Transit, Schools",40 x 118 FT,,5.0,2.0,189.06,,,,"$4,999,000"
466,"91 LAWRENCE CRES, Toronto, Ontario, M4N 1N3",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4+1,5.0,"Hospital, Park, Public Transit, Schools",50 x 120 FT,Attached garage,6.0,2.0,178.26999999999995,,,,"$4,999,000"
467,"141 ADMIRAL RD, Toronto, Ontario, M5R 2L7",Fourplex,Multi-Family,,,,,Multi-family,,,Public Transit,40 x 118 FT,,,,,,,,"$4,999,000"
468,"13 Oakley PLACE, Toronto, ON, M2P 1G3",Detached,,Finished,Stone,,,,4+1,7.0,"Park, Public Transit",65 x 131.53 FT ; Pies Out To 95.95 Back To Ravine,Garage,6.0,2.0,238.92,Ravine,,,"$4,780,000"
469,"323 CORTLEIGH BLVD, Toronto, Ontario, M5N 1R2",Detached,House,Finished,Stucco,Yes,Freehold,Single Family,4+1,5.0,,50 x 135 FT,Attached garage,3.0,2.0,308.42999999999995,,,,"$3,899,000"
470,"775 OSSINGTON AVE, Toronto, Ontario, M6G 3T8",Fourplex,Multi-Family,,,,,Multi-family,,,,30 x 108 FT ; Irregular 32.94 Front - 29.41 Rear,,3.0,,,,,,"$3,149,900"
471,"5 ROCKAWAY CRES, Toronto, Ontario, M1N 1A1",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,4,2.0,,72 x 200 FT ; See Website For Informational Package,,1.0,1.0,89.46000000000002,Ravine,,,"$3,099,000"
472,"2 CUDWORTH PL, Toronto, Ontario, M9A 3R5",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+1,5.0,,75.56 x 115 FT ; Pie Shape Lot,Attached garage,6.0,2.0,172.58,,,,"$3,099,000"
473,"31 BEARWOOD DR, Toronto, Ontario, M9A 4G5",Detached,House,Finished,Brick,,Freehold,Single Family,5,6.0,"Park, Public Transit, Schools",55 x 124.3 FT,Detached garage,8.0,2.0,,"Cul-de-sac, Wooded area",,,"$2,980,000"
474,"378 HOUNSLOW AVE, Toronto, Ontario, M2R 1H6",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4+1,6.0,"Park, Public Transit",50 x 131 FT ; Landscaped-Reg Land:Quality Inrkng Drway,Garage,8.0,2.0,178.13,,,Community Centre,"$2,948,000"
475,"276 WRIGHT AVE, Toronto, Ontario, M6R 1L5",Detached,House,Finished,Brick,,Freehold,Single Family,5+1,5.0,"Park, Public Transit, Schools",28 x 127 FT,,,3.0,141.46,,,,"$2,895,000"
476,"26 DONWOODS DR, Toronto, Ontario, M4N 2G1",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+1,3.0,"Park, Public Transit, Schools",50 x 160 FT,Attached garage,4.0,2.0,165.34,,,,"$2,799,800"
477,"261 POYNTZ AVE, Toronto, Ontario, M2N 1J8",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4+1,5.0,"Park, Public Transit, Schools",37.5 x 110 FT,Attached garage,6.0,2.0,,,,,"$2,580,000"
478,"27 ST JOHN'S RD, Toronto, Ontario, M6P 1T7",Triplex,Triplex,Finished,Brick,Yes,,Single Family,5+2,4.0,,35 x 110 FT,,4.0,3.0,,Lane,,,"$2,499,000"
479,"201 PATRICIA AVE, Toronto, Ontario, M2M 1J7",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4+1,5.0,,40 x 132 FT,Garage,5.0,2.0,184.15,,,,"$2,388,000"
480,"467 SOUDAN AVE, Toronto, Ontario, M4S 1X1",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4,4.0,"Park, Public Transit, Schools",25 x 155 FT,Garage,3.0,2.0,151.2,,,,"$2,100,000"
481,"293 ARMADALE AVE, Toronto, Ontario, M6S 3X5",Detached,House,Finished,"Brick, Stucco",,Freehold,Single Family,4,5.0,,25 x 132 FT,,1.0,3.0,137.46,,,,"$2,049,900"
482,"174 Lawrence EAST, Toronto, ON, M4N 1T1",Semi-Detached,,Finished,Brick,,,,3+1,4.0,"Park, Public Transit, Schools",18.75 x 190.08 FT,Garage,2.0,2.0,102.55,,,,"$2,049,000"
483,"179 St.Clarens Ave, Toronto, ON, M6H 3W2",Detached,,,,,,,7,7.0,,,,3.0,,,,,,"$1,899,900"
484,"112 BAYVIEW RDGE, Toronto, Ontario, M2L 0A4",Townhouse,Row / Townhouse,Finished,Brick,Yes,Freehold,Single Family,3,5.0,"Park, Public Transit, Schools",27.3 x 71.7 FT,Garage,2.0,3.0,177.48000000000005,,,,"$1,899,000"
485,"38 CRESCENTWOOD RD, Toronto, Ontario, M1N 1E4",Detached,House,Finished,"Brick, Stone",,Freehold,Single Family,3+1,4.0,"Park, Public Transit, Schools",36.15 x 132.08 FT,Garage,5.0,2.0,155.7,,,,"$1,898,000"
486,"126 CHATSWORTH DR, Toronto, Ontario, M4R 1R9",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3,3.0,"Park, Public Transit, Schools",41 x 103 FT ; Irregular - See Survey - Narrows At Rear,Detached garage,2.0,2.0,86.84,,,Community Centre,"$1,895,000"
487,"428 ARLINGTON AVE, Toronto, Ontario, M6C 3A2",Fourplex,Multi-Family,,,,,Multi-family,,,,25 x 125 FT,,,,,,,,"$1,888,888"
